transit_id,route_distance_nm,route_complexity,port_pair_risk,eta_delay_days,speed_anomaly_pct,position_deviation_pct,vessel_speed_knots,month,quarter,is_typhoon_season,is_peak_season,day_of_week,hist_disruption_count,avg_hist_delay_days,seasonal_risk_score,route_risk_score,carrier_on_time_rate,carrier_avg_delay,carrier_reliability_score,news_risk_score_7day,news_event_frequency,news_sentiment_avg,news_sentiment_trend,weather_wind_speed_avg,weather_storm_risk,port_congestion_level,port_wait_time_ratio,target_on_time,target_delay_days
47,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
48,6450,0.6,0.4,0.40000000000000036,-2.777777777777777,2.777777777777777,18.80787037037037,1,1,0,0,3,0,0,0.1,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.15,2,0.1,0.2,12,0.15,0.45,1.3,1,0.4
49,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
50,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,1,1,0,0,3,0,0,0.1,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.0
51,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,1,1,0,0,3,0,0,0.1,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.0
52,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
53,6500,0.6,0.4,0.0,0.0,0.0,22.569444444444443,1,1,0,0,3,0,0,0.1,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
54,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.0
55,6500,0.6,0.4,0.40000000000000036,-3.2258064516129026,3.2258064516129026,21.841397849462364,1,1,0,0,3,0,0,0.1,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.4
56,6380,0.6,0.4,0.3000000000000007,-1.960784313725519,1.960784313725519,17.701525054466227,1,1,0,0,3,0,0,0.1,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.15,2,0.1,0.2,12,0.15,0.5,1.4,1,0.3
57,6430,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.15,2,0.1,0.2,12,0.15,0.5,1.4,1,0.0
58,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.0
59,6480,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.5,1.4,1,0.0
60,6400,0.6,0.4,0.3000000000000007,-1.960784313725519,1.960784313725519,17.701525054466227,1,1,0,0,3,0,0,0.1,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.15,2,0.1,0.2,12,0.15,0.45,1.3,1,0.3
61,6500,0.6,0.4,0.0,0.0,0.0,22.569444444444443,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
62,6380,0.6,0.4,0.0,0.0,0.0,18.055555555555557,1,1,0,0,3,0,0,0.1,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.15,2,0.1,0.2,12,0.15,0.5,1.4,1,0.0
63,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.0
64,6500,0.6,0.4,0.0,0.0,0.0,22.569444444444443,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
65,6450,0.6,0.4,0.1999999999999993,-1.4084507042253285,1.4084507042253285,19.072769953051647,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.45,1.3,1,0.2
66,6480,0.6,0.4,0.8000000000000007,-5.405405405405421,5.405405405405421,18.299549549549546,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.5,1.4,1,0.8
67,6480,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.15,2,0.1,0.2,12,0.15,0.5,1.4,1,0.0
68,6500,0.6,0.4,0.40000000000000036,-2.777777777777777,2.777777777777777,18.80787037037037,1,1,0,0,3,0,0,0.1,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.4
69,6450,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.15,2,0.1,0.2,12,0.15,0.45,1.3,1,0.0
70,6450,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.15,2,0.1,0.2,12,0.15,0.45,1.3,1,0.0
71,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.15,2,0.1,0.2,12,0.15,0.45,1.3,1,0.0
72,6400,0.6,0.4,1.1000000000000014,-6.8322981366459885,6.8322981366459885,16.821946169772254,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.45,1.3,0,1.1
73,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.0
74,6500,0.6,0.4,1.0999999999999996,-7.284768211920531,7.284768211920531,17.93598233995585,1,1,0,0,3,0,0,0.1,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.15,2,0.1,0.2,12,0.15,0.3,1.0,0,1.1
75,6380,0.6,0.4,0.0,0.0,0.0,18.055555555555557,1,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.15,2,0.1,0.2,12,0.15,0.5,1.4,1,0.0
76,6500,0.6,0.4,0.1999999999999993,-1.4084507042253285,1.4084507042253285,19.072769953051647,1,1,0,0,3,0,0,0.1,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.2
77,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.0
78,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,1,1,0,0,3,0,0,0.1,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.15,2,0.1,0.2,12,0.15,0.35,1.1,1,0.0
79,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
80,6380,0.6,0.4,0.0,0.0,0.0,18.055555555555557,1,1,0,0,3,0,0,0.1,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.15,2,0.1,0.2,12,0.15,0.5,1.4,1,0.0
81,6480,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.15,2,0.1,0.2,12,0.15,0.5,1.4,1,0.0
82,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.45,1.3,1,0.0
83,6500,0.6,0.4,1.0,-6.666666666666657,6.666666666666657,18.055555555555557,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,1.0
84,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
85,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,2,1,0,0,3,0,0,0.1,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
86,6430,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.18,3,0.05,-0.05,11,0.12,0.5,1.4,1,0.0
87,6500,0.6,0.4,0.3000000000000007,-2.097902097902105,2.097902097902105,18.939393939393938,1,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.15,2,0.1,0.2,12,0.15,0.45,1.3,1,0.3
88,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
89,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
90,6450,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.18,3,0.05,-0.05,11,0.12,0.45,1.3,1,0.0
91,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.15,2,0.1,0.2,12,0.15,0.45,1.3,1,0.0
92,6400,0.6,0.4,0.1999999999999993,-1.3157894736842084,1.3157894736842084,17.817982456140353,2,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.18,3,0.05,-0.05,11,0.12,0.45,1.3,1,0.2
93,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
94,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,1,1,0,0,3,0,0,0.1,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.15,2,0.1,0.2,12,0.15,0.3,1.0,1,0.0
95,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
96,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.18,3,0.05,-0.05,11,0.12,0.3,1.0,1,0.0
97,6400,0.6,0.4,0.0,0.0,0.0,18.055555555555557,2,1,0,0,3,0,0,0.1,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.18,3,0.05,-0.05,11,0.12,0.45,1.3,1,0.0
98,6400,0.6,0.4,0.0,0.0,0.0,18.055555555555557,2,1,0,0,3,0,0,0.1,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.18,3,0.05,-0.05,11,0.12,0.45,1.3,1,0.0
99,6500,0.6,0.4,0.0,0.0,0.0,22.569444444444443,2,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.18,3,0.05,-0.05,11,0.12,0.3,1.0,1,0.0
100,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.18,3,0.05,-0.05,11,0.12,0.3,1.0,1,0.0
101,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.18,3,0.05,-0.05,11,0.12,0.3,1.0,1,0.0
102,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,2,1,0,0,3,0,0,0.1,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
103,6450,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.18,3,0.05,-0.05,11,0.12,0.45,1.3,1,0.0
104,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.18,3,0.05,-0.05,11,0.12,0.45,1.3,1,0.0
105,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.18,3,0.05,-0.05,11,0.12,0.3,1.0,1,0.0
106,6430,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.18,3,0.05,-0.05,11,0.12,0.5,1.4,1,0.0
107,6380,0.6,0.4,1.5,-9.090909090909092,9.090909090909092,16.414141414141415,2,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.18,3,0.05,-0.05,11,0.12,0.5,1.4,0,1.5
108,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
109,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
110,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
111,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
112,6480,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.18,3,0.05,-0.05,11,0.12,0.5,1.4,1,0.0
113,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,2,1,0,0,3,0,0,0.1,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.18,3,0.05,-0.05,11,0.12,0.35,1.1,1,0.0
114,6450,0.6,0.4,2.8999999999999986,-17.159763313609467,17.159763313609467,16.025641025641026,2,1,0,0,3,0,0,0.1,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.18,3,0.05,-0.05,11,0.12,0.45,1.3,0,2.9
